text_clean,IsToxic
community march peace hand hand girl kill sit home homework deserve least society let maybe sharpton lead,0
truth deliver courage conviction political correctness reach heart mind honest productive hard work people lady say like,0
right dynamite,0
see black speak truth conform norm consider uncle tom sell,0
day conservative support confederate flag deny racism criticize black people deem hero white people lmao please get white woman black face screen,1
real strong black woman afraid speak truth,0
peggy love video use stand black life matter use excuse get away crime know lot good black would like voice hear voice silence nationwide uproar black life matter afraid say something could next victim,0
okay blacklivesmovent thug stop carp wanna stand murder yet child die gettin shoot cheast becasue wanna act like plant ape movie excuse black kill black wanna come cop white ppl call name rastist name get try lisene lawa obey law stop shoot inncent ppl benfit guy kill ppl need jail,1
freakin girl,0
amen peggy hubbard color make difference person inside innocent nine year old little girl one attention people want cause chaos black white exactly obama wanted look country mess admire courage tell like peggy hubbard,1
one race human race,0
omg put tell truth hard true,0
integration black people school business bank integration lose every thing,1
leave alone take,0
wake black people,0
old white conservative say peggy vice president could imagine trump hubbard ticket wowee wow,0
pretty woman dang,0
leave video sometimes truth hurts thank post video,0
ask fellow white liberal press network blog post win cringe black conservatism,1
say need new part harley lol,0
thank finally powerful voice truth black community black killing perpetrate black part even black murder non black direct innocent black citizen rather drug gang relate donald trump star parker hope aware peggy hubbard comment address issue honestly need seat table hubbard trump campaign administration race monger like obama eric holder pelosi reid jessie jackson sharpton naacp congressional black caucus congressional democrat ethnicity level government mainstream medium conspire last year turn viable black community government dependent ghetto knowingly advance false narrative systemic white conservative racism perhaps great accomplishment destruction black nuclear family seventy two percent black child bear single mother get married limit number child obama progressive gladly extort taxpayer money take care illegitimate child exchange guarantee vote keep power master plan policy insure generation newly create disaffected dysfunctional adult necessarily become democratic voter race hustler mention react way black black killing could neighborhood power wipe gang minimize drug use give community real hope change never happen need black community dependent feel hopeless order maintain power control live good life back people deceive think care think purveyor lie damn lie make race issue past year would get real job like rest,0
peggy tip hat,0
love every thug deserve slug,1
body cam also air police run day day cop screw,0
twitter powerful blunt force trauma powerful hope word change thinking whose concern black life misplaced thank share,0
peggy hubbard president,0
agree say trust police win arrest crooked pedophile protect treasonous politican thing military people,1
blacklivesmatter build deceit lie,1
like generalization use rant main point right chris rock say well black people niggaz nigga morn killer get gun street black person mourn loss innocent human life little girl get murder base comment black nigga ratio drop,1
tell even taboo talk something news medium win touch ten foot pole black white crime black sexually assault white woman black woman sexually assault white man yes use boj make stat available online anymore state statistic may inflammatory certain ethnic group tip iceberg,0
peggy watch life leadership revolution video people smart good mentor really think research training would great leader keep great work,0
good honest black people ever know,0
bam say,0
god bless lady wish people like intelligence god bless little girl lose life thug sad single one animal care black life matter ass innocent life matter,0
black man say need black life matter message need either,0
hubbard absolute respect wish would run office level get big ball male politician call like bravo,0
well say peggy message share everybody,0
mansur ball bey thug work fedex house serve warrant video brandish gun shoot back illegal police officer louis release datum know shoot kill error ball bey criminal record hubbard illegal national slander ball bey son frankly sue,0
watch second part rest power trayvon martin story urge watch,0
really black people violent,0
thank speak problem black community,0
yea beat white people rob black store cause massive riot waste money bet work stop waste people money hope every single person get shoot happen though sadly,1
blacklivesdontmatter,1
see comment prove backward country,1
police militarize,0
dumb,1
stop revolution well year say pretty good job far,0
feel sorry hapenne thus think happen gang member kill another one street cop kill black male know gang menber kill every day lose family friend one street scream stop killing police kill black person whole world stop human,0
burn public storage make sense,0
must mad cause quiet lose thier belt,0
good,0
real criminal wall street guy steal money inmate every penitentiary every dream steal,1
revolution set neighbourhood fire good job burn suburb cop live make homeless achive anything,1
molotov cocktail local drink want dance dance,0
brown stepfather pant half way,1
tot hilar vid grip revolutionary regular poster afro punk seventeen massive corporate sponsor revolution start sponsor follow multi national corporation virtue signal satire practically write,0
congrat get town flame roll live world hell hole also try move wait cause town garbage probably business market,0
white immigrant need back europe tbh native americans european settler come boat,1
bunch complete dumb ass,1
ignorance law excuse deprivation right color law,0
agree time race war,1
war year please war start three quarter million americans die stop bitch,1
weird white pretext police officer white must less risk would black police officer would kill white would take year prison may white white black equal,0
crime commit riot become federal offence federal government ability build unlimited prison,0
michael brown thug god bless thin blue line graduate police academy december,1
people see even understand say black america good world see people respect race like see much bad,1
people wish would literally burn entire city,1
lol look get,0
scroll comment see bunch racist comment look trump supporter sit patiently hate seriously lot people say wrong say yeah kinda people say black think african american people innocent nothing wrong,0
someone get milk,0
must nice looting protest rioting burn stuff middle night get work next day,1
really hard open fire,1
police shoot black guy black riot black shoot black happen,0
dirty mongrel,1
national guard call hint riot national guard really spook rioter,0
tax dollar get spanking new cop car,0
police car purposefully leave destroy get anger instead business cost destruction car pass state taxpayer,0
police problem protest cause black criminal let forget blame address elephant room,1
peace need find side stubborn relentless peaceful work sit step power day chant concern fear path dark side fear lead anger anger lead hate hate lead suffer yoda,0
inanimate object police car resilient getting completely flip set fire,0
hate basterd like would funny try push flip back top hacopcarcanstillfightback,1
ferguson protester flip police car new york times,0
wish car flip crush rioter,1
ameland,1
cop need look video start arrest people,0
show violent protest,0
good job guy raise taxis,0
friend get kill mean burn local home item seem correct,1
question park cruiser front protester,0
point almost set person fire,0
rip crown vic durable car ever,0
hate people read everything read black,1
everyone say black people white people white woman get shoot rubber bullet come next day two black people help walk,0
truly tragedy death kid way city react way get justice make matter bad malcolm way handle thing king way,0
maybe know exact story understand suppose case grown man shoot kid suppose racial guy let hate whether anti black anti white seem forget police officer shoot innocent kid want justice fckin race moment pick race side become fckin joke give rat ass many black kill white vice versa want know fck police officer walk free empty motherfckin gun child,1
michael brown deserve die intoxicate aggressive attempt reach cops gun,1
experience racism side racist white,0
muslim black brother sister america,0
kid hopeless piece shit look bully store owner bad decision get dumb ass shot kill,1
racist fuck god please bless america,1
people see mississippi burn way many damn time,0
many racist comment hate white sometimes,0
fuck need military police civilian like wanna bring new gear dress like soldier strut around try look tough,0
let elite divide conquer tactic work want keep racially divide never rise,1
kind bandana guy wear light,0
man thug life type hilarious seriously fuckin riot look take three dollar pocket knife back pawnshop pull pant stop play basstrack sedan rim cost car sit ass back office belong criminal life,1
xdd,0
shooting one thing black black people make black issue bottom line grown man rob store ignore police order people think protest behalf thug respect law yes shame come death thief would still alive hear bullshit black get get hard street street blah blah blah wear hard living like badge honor honor country hey let steal cigarillo make blunt worsen already ghetto,1
black get prejudice easily,1
remember time every race riot someone race get shoot white cop attack officer wave gun around remember huge riot last year month old shoot head black kid,1
attack police officer steal store expect,0
legend still yell move,0
truth people need realize accept michael browns action bring situation bible say justice serve fast put justice people say justice peace word awake scripture head deeply say speak everything wish speak right long believe would say come right time,0
darude sand storm,0
finish video gaze upon racist bigot comment section make glad human,1
everyone say micheal brown deserve treyvon martin eric garner,0
hmm maybe depth subject comment section nope bunch degenerate,1
need stop act like mike brown innocent guy never nothing wrong,0
one pair work boot steal ferguson riot,1
police use peaceful way need bulletproof vest helmet,0
want justice see mob mentality action guilty matter grand jury say matter evidence say let hang near tree officer right need learn speak proper english get job big racest white crowd would jail,1
mike brown criminal thug fuck,1
see brick hit white pig helmet lmao nice shot hit face,1
fuck kansas city,1
mlk see cry,0
really race issue police brutality issue first time cop like darren wilson send jail group police officer shoot kill homeless white man want leave spot home shoot attack shoot bean bag long dead even camera jail problem police keep ignore get bad bad try make excuse bad police officer behavior thankful one job right,0
every time interview person notice ghetto clearly see education preschooler ever protest incredible stupid stuff martin luther king would disappoint respect ignorant black people like always ruin thing say anything always victim wake stupid guy one make america look stupid,1
right loot right private property right destroy public property play victim card nothing change,0
yes let destroy someone else property ruin day mad someone else take police cunt,1
lol police begining sound like say moo move cow mean cop maybe feel like cop mean cow,0
fergueson resident stupid complain crime police shoot criminal get emo tell police leave riot loot destroy community logic think troll srs,1
every time agree police burn everything relation agree call protest people fucking stupid evolve,1
look people black life matter like white life mike browns life lawfully end police officer assault mike brown suspect aka brown football player inch mention high marijuana officer inch arm baton gun tell brown put hand witch evidence show shoot assault officer say well officer well unless police officer say officer something stupid something else officer attack man much large time stop think hmm maybe defend maybe let kill,0
comment vice video always extrem case obviously racist take seriously,0
people get kill cop usa every year cop would kill many country would streat protest matter dead man white black comment many white people give fuck dead black man get every unnecessary dead mater,1
people stupid fuck would work idea fun loser nothing well yeah great work burn auto place people unemployed provide family great work police shoot criminal happen black people definition sheep one individual thinker among,1
like begining peaceful even fucking reporter wear armor,1
put civilian perspective two people get fight one get shoot jail since cop protect self micheal brown shoot foot away daren wilson patrol car way get self situation continue conflict two reason shoot option like pepper spray tazer,0
lose shit guy lmao,0
understand lady say article video shooting incident personally think case exaggerated riot looting criminal activity say cause grand jury decision fake crime see opportunity disintegration use decision reason,0
lady hahahaha,0
united shit america collapse good,1
people get want get shoot act like thug threaten police officer effin ridiculous excuse act like asshole good job destroy city,1
somebody pick gun kill cop already style,1
police try shoot leg arm body part immobilize someone every time officer fire weapon use deadly force train aim centre mass part body,0
sick see racist comment shame still rascim grow fuck people,1
justice get street eye eye kill kill,1
like black racist white ppl without consequence keep nice new world live keep,1
find insane black people always play racist card every single little issue coincidental white black situation case race nothing also say want justice around destroy private property looting shop right mind would ask justice rob destroy people lively hood time though black community think perfectly acceptable black person kill white cop cop follow procedure defend self potential fatal attack get angry yeah black guy might firearm could easily knife something value black people white law enforcement officer life equal understand officer defend self attack yes attack,1
black life matter white life matter life matter,0
cuumm doww heerr lol come,0
get cop armed civil war machine gun unarmed civilian throw brick fuck united states people america must free oppression,1
see sign black life matter parent bury child justice bet know last three black person shoot white cop ask name one person last hundred kill another black person damn clue march protest far likely murder another black person cop fact fuck sharpton cornell west,1
cop pig,1
see article many case pretty much one particular one make big scene,0
cop moo people beginning,0
man good fight back hope minority get rain national guard look wepon act like war,0
case present grand jury return indictment apparently militarized police state gun unarmed teen time unevolved racist use hide behind white hood hide behind computer screen police badge,1
darren wilson stand trial prove act self defense jury open court law george zimmerman michael dunn grand jury operate secret trust government trust operate secret,0
black,1
help motherfucker primitive compare white people get frustrate live around white people compete black africa much self assure get remind every day compete multiculturalism good anybody people throw fit live tax dollar steal white people,1
shoot looter sight,1
vice news dispatch,0
another bullsship vice documentary focus fact idiot job vent racist paranoia,1
fucking evidence evidence mean fact suspect armed robbery autopsy report evidence show cop innocent god damn,1
feel thirsty violence rather knowledge,0
police logic shit brick shoot quick call army nuke,1
man stuff like really make reconsider world would hitler alive,1
burn tear gas pepper spray,0
guess get away since label title police title label low life thug addict guess behind bar smh,0
ignorant,0
dat mask tho,0
lol stupid mooslim,1
fact michael brown legal adult rob store time assault someone store assault cop assault cop mostly likely get shoot racist,0
live final day get bad,0
back africa still thing cause seem like really like work maybe turn continent around,1
sad god still control know tired michael derren wrong right god know let last judge,0
see bunch ignorant fuck try hard turn racial thing never racial thing start self defense plane simple attack cop ass get shoot,1
feel black america understand everything,0
think nit upset white people much black people get shoot police every day would ignorant fuck racism nit problem militarized police see police culture sick disrespect police black man use violence well bet logical america fight back despite colour skin furgson next time bring gun shoot back,1
america day come end emigration rate multiply year mostly wealthy individual poor unskilled flood unchecked goodbye america good run,0
understand black community want rally behind wanna thug video guy rob store come would think protester would home michael brown turd crowd full racist hate white community,1
lmao agree rioting violent protest good stuff,0
like say hurr instead,0
one thing think people forget riot ferguson human combat mind wrap race focus enough people,0
thank obama,1
possibly many people unbelievably ignorant,0
stag event fake riot divid conquer fake news,0
people ask peace riot bring violence,0
idea cop moo always think oink learn something new every day,1
reason ram move back los angeles,0
dem big ass gun,1
black many year ago almost shoot police drive friend partying even illegal drug use car even notice cop car behind light freak pull panic cop bright light try desperately hide drug could hear cop tell get car keep try hide drug course see center console maybe get gun tell loudly stop put hand see get car tell freeze exactly tell listen would shoot likely head understand anyone cop tell say put hand put hand tell step back step back defy person gun threaten shoot color nothing,0
much hatred people,0
dat tuff,0
remember michael brown young teen boy happen build like linerbacker rob convenience store pillar community,0
point try make black equal opportunity ferguson suggest city counsel give young black man woman job black black people ferguson treat unfairly law enforcement suggest black community law bid citizen break law less white people cop arrest black citizen fun sport even know true reason black community riot looting even ask see rioting looting break knoxville young white couple kidnap brutally rap eventually murder black man woman wonder come racism plain stupidity brown angel study fact stay away emotion skin color,0
lot disgusting people comment try rationalize casual racism poor understanding context,0
white move ferguson let see nice become east louis detroit baltimore thing happen look city,1
find channel one favs already thank vid excellent,0
remember send national defence,0
stat represent problem race bait attitude crime ohh bet trayvon still little innocent boy speak lisp sure sign left wing democrat,1
quote mother wow hit hard accurate,0
video racist,0
god narrator annoying lisp,0
