Text,CleanText,ProcessedText,IsToxic,split
"How can the police concentrate on any investigation with all these ""people""  (if they can be called that) misbehaving. I hope this investigation gets all cancelled until they can behave and they let the police work. Everyone says this guy committed suicide by cop by attacking the police in the first place. how more clear can this be. You just don't disrespect the Police that way.",how can the police concentrate on any investigation with all these people if they can be called that misbehaving i hope this investigation gets all cancelled until they can behave and they let the police work everyone says this guy committed suicide by cop by attacking the police in the first place how more clear can this be you just dont disrespect the police that way,police concentrate investigation people called misbehaving hope investigation get cancelled behave let police work everyone say guy committed suicide cop attacking police first place clear dont disrespect police way,1,train
@12:25 LMFAO,lmfao,lmfao,0,train
"You're the man, Stefan!",youre the man stefan,youre man stefan,0,train
"100% agree, people are up in arms, but they need to find out more information before rioting. Thinking that getting high or doing drugs then robbing a store carelessly and then walking in the MIDDLE of the street and screaming at a cop + attacking and reaching for the gun is ""unarmed"" (not to mention his size either) then people are VERY gullible. I find it funny how all races are racist to each other and blacks are racist to whites, but every single time someone is ""racist"" to a black person then everyone throws their hands up and gets pissed off at white people. I am not a racist person, but I don't want to sit here while everyone believes that white people are the only racist people just because what happened in the past, makes me sick to think I have to grow up in this generation. ",agree people are up in arms but they need to find out more information before rioting thinking that getting high or doing drugs then robbing a store carelessly and then walking in the middle of the street and screaming at a cop attacking and reaching for the gun is unarmed not to mention his size either then people are very gullible i find it funny how all races are racist to each other and blacks are racist to whites but every single time someone is racist to a black person then everyone throws their hands up and gets pissed off at white people i am not a racist person but i dont want to sit here while everyone believes that white people are the only racist people just because what happened in the past makes me sick to think i have to grow up in this generation,agree people arm need find information rioting thinking getting high drug robbing store carelessly walking middle street screaming cop attacking reaching gun unarmed mention size either people gullible find funny race racist black racist white every single time someone racist black person everyone throw hand get pissed white people racist person dont want sit everyone belief white people racist people happened past make sick think grow generation,0,train
"is this true, police originally said robbery had nothing to do with stop??  So why are you claiming he noticed the cigars?",is this true police originally said robbery had nothing to do with stop so why are you claiming he noticed the cigars,true police originally said robbery nothing stop claiming noticed cigar,0,test
"Thank you for yet another sobering analysis, Stefan. the amount of bias and deception from the left and the mainstream media has been insane. ",thank you for yet another sobering analysis stefan the amount of bias and deception from the left and the mainstream media has been insane,thank yet another sobering analysis stefan amount bias deception left mainstream medium insane,0,train
"Stefan Molyneux, please explain how my inquiry about the handling of the subsequent unrest is ""circular language games""? A pretty simple and straightforward question that you seem to be avoiding in a very unnecessarily hostile manner. What is the justification for the heavy-handed militaristic response to looting? Why would officials handling the situation there decide initially to block access to the area by media? I have a family member that lives in that area and he can attest to the unprofessionalism and hostility from the law enforcement that was handling it early on. If I'm incorrect on this info please direct toward some facts regarding this. I still do not understand why you went straight to attacking me. I have respect for your logic...when you're willing to share it. Thank you in advance, hopefully you wont continue to insult me for whatever reason you chose.",stefan molyneux please explain how my inquiry about the handling of the subsequent unrest is circular language games a pretty simple and straightforward question that you seem to be avoiding in a very unnecessarily hostile manner what is the justification for the heavyhanded militaristic response to looting why would officials handling the situation there decide initially to block access to the area by media i have a family member that lives in that area and he can attest to the unprofessionalism and hostility from the law enforcement that was handling it early on if im incorrect on this info please direct toward some facts regarding this i still do not understand why you went straight to attacking me i have respect for your logicwhen youre willing to share it thank you in advance hopefully you wont continue to insult me for whatever reason you chose,stefan molyneux please explain inquiry handling subsequent unrest circular language game pretty simple straightforward question seem avoiding unnecessarily hostile manner justification heavyhanded militaristic response looting would official handling situation decide initially block access area medium family member life area attest unprofessionalism hostility law enforcement handling early im incorrect info please direct toward fact regarding still understand went straight attacking respect logicwhen youre willing share thank advance hopefully wont continue insult whatever reason chose,0,train
"This was about race as much as this news article that got NO National Media attention, just last week.
http://www.wnd.com/2014/08/black-cop-kills-white-man-media-hide-race/",this was about race as much as this news article that got no national media attention just last week,race much news article got national medium attention last week,0,train
"He doesn't look like a ""gentle giant"" to me. (on the video of him robbing and stealing) 

He looks like just another disgusting, thieving, thug. ",he doesnt look like a gentle giant to me on the video of him robbing and stealing he looks like just another disgusting thieving thug,doesnt look like gentle giant video robbing stealing look like another disgusting thieving thug,1,test
"OMG Stefan that rap was so hysterical. anyway, good news I guess, to know that whatshisname is douche and deserved to die.

Premptive strike made by Officer Darren Wilson. Huzzah for another trash taken off the streets. Probably should cure the disease rather than treat the symptoms though. the disease being the ignorance and self-entitlement of some communities in the lower class. Getting out of poverty isnt easy if your starting point isnt easy, but its still feasible with the right amount of drive.",omg stefan that rap was so hysterical anyway good news i guess to know that whatshisname is douche and deserved to die premptive strike made by officer darren wilson huzzah for another trash taken off the streets probably should cure the disease rather than treat the symptoms though the disease being the ignorance and selfentitlement of some communities in the lower class getting out of poverty isnt easy if your starting point isnt easy but its still feasible with the right amount of drive,omg stefan rap hysterical anyway good news guess know whatshisname douche deserved die premptive strike made officer darren wilson huzzah another trash taken street probably cure disease rather treat symptom though disease ignorance selfentitlement community lower class getting poverty isnt easy starting point isnt easy still feasible right amount drive,1,train
"My God! Look at This Raw Footage:

SHOCKING. Ferguson Riots. Watch and See What This Guy Did Do. My God! [HD]",my god look at this raw footage shocking ferguson riots watch and see what this guy did do my god hd,god look raw footage shocking ferguson riot watch see guy god hd,0,train
"+Stefan Molyneux 	 	 	 	
Why do you hate Blacks so much? Actually I am not surprised, it's the bloody British in you. You people conquered us, when we did absolutely nothing to you. The more freedom we gain as the decades go on, the more you hate us.

If you weren't so pale, one would wonder if your mother was a Black woman.",stefan molyneux why do you hate blacks so much actually i am not surprised its the bloody british in you you people conquered us when we did absolutely nothing to you the more freedom we gain as the decades go on the more you hate us if you werent so pale one would wonder if your mother was a black woman,stefan molyneux hate black much actually surprised bloody british people conquered u absolutely nothing freedom gain decade go hate u werent pale one would wonder mother black woman,1,train
"your an educated Dumb ASSSS!!!))) rap is rap its not real, its people like you I dispise",your an educated dumb assss rap is rap its not real its people like you i dispise,educated dumb assss rap rap real people like dispise,1,test
"Seriously, YouTube?  Go FUCK yourself.  I find a comment on my Android phone I want to reply to, but OF COURSE I can't scroll, copy or paste while posting a comment on an android device because it's only fucking almost 2015 and our technology just isn't able to handle such a mountainous task!  So I hop on the computer and try looking for the goddamned comment but OF COURSE the comment system on YouTube is just SO beyond fucked up that searching for a comment is completely impossible!  An HOUR LATER and I still can't find the fucking thing.  I have to search for the string ""read more"" and then click on every single stupid fucking comment, to expand them all, before I can THEN search for a piece of the comment that I want to find, from a phrase I can remember.  AND THAT'S after having to click on every fucking ""view all xxx comments"" and expand THOSE!  And then, if by some MIRACLE OF CHRIST ALFUCKINGMIGHTY, I actually FOUND the piece of shit comment by some moron who it wouldn't even matter if I replied because he's a thick-skulled inbred troglodytic fucknut anyway?  It'd automatically scroll me down 200 pages of comments right after I clicked ""reply"" so I couldn't copy, paste, quote, etc., without having to scroll up and down for an hour because GOD FORFUCKINGBID the reply box was right underneath the ACTUAL comment I was replying to.",seriously youtube go fuck yourself i find a comment on my android phone i want to reply to but of course i cant scroll copy or paste while posting a comment on an android device because its only fucking almost and our technology just isnt able to handle such a mountainous task so i hop on the computer and try looking for the goddamned comment but of course the comment system on youtube is just so beyond fucked up that searching for a comment is completely impossible an hour later and i still cant find the fucking thing i have to search for the string read more and then click on every single stupid fucking comment to expand them all before i can then search for a piece of the comment that i want to find from a phrase i can remember and thats after having to click on every fucking view all xxx comments and expand those and then if by some miracle of christ alfuckingmighty i actually found the piece of shit comment by some moron who it wouldnt even matter if i replied because hes a thickskulled inbred troglodytic fucknut anyway itd automatically scroll me down pages of comments right after i clicked reply so i couldnt copy paste quote etc without having to scroll up and down for an hour because god forfuckingbid the reply box was right underneath the actual comment i was replying to,seriously youtube go fuck find comment android phone want reply course cant scroll copy paste posting comment android device fucking almost technology isnt able handle mountainous task hop computer try looking goddamned comment course comment system youtube beyond fucked searching comment completely impossible hour later still cant find fucking thing search string read click every single stupid fucking comment expand search piece comment want find phrase remember thats click every fucking view xxx comment expand miracle christ alfuckingmighty actually found piece shit comment moron wouldnt even matter replied he thickskulled inbred troglodytic fucknut anyway itd automatically scroll page comment right clicked reply couldnt copy paste quote etc without scroll hour god forfuckingbid reply box right underneath actual comment replying,1,test
"Stefan,
Excellent!You obviously have a better understanding of the events surrounding this unfortunate event than our president.I call it unfortunate because Officer Wilson life has been destroyed for doing his job. My fear is that police will hesitate when finding themselves in this rapidly growing situation. Thank you for your in-depth and honest dissertation.

Tom Kelver seek help go back to school and get off the drugs.
                                     ",stefan excellentyou obviously have a better understanding of the events surrounding this unfortunate event than our presidenti call it unfortunate because officer wilson life has been destroyed for doing his job my fear is that police will hesitate when finding themselves in this rapidly growing situation thank you for your indepth and honest dissertation tom kelver seek help go back to school and get off the drugs,stefan excellentyou obviously better understanding event surrounding unfortunate event presidenti call unfortunate officer wilson life destroyed job fear police hesitate finding rapidly growing situation thank indepth honest dissertation tom kelver seek help go back school get drug,1,train
"Your ""gentle giant"" seems to have robbed a store and later assaulted an armed police officer! So much for the school boy look you were hoping for, thug life comes with a high price.",your gentle giant seems to have robbed a store and later assaulted an armed police officer so much for the school boy look you were hoping for thug life comes with a high price,gentle giant seems robbed store later assaulted armed police officer much school boy look hoping thug life come high price,1,train
"Bullshit Stef. Police officers have pepper spray, stun guns, and a number of non-lethal methods at their immediate disposal. The real question, should these versions of the events hold true, is why was the gun the first option the officer went for? ",bullshit stef police officers have pepper spray stun guns and a number of nonlethal methods at their immediate disposal the real question should these versions of the events hold true is why was the gun the first option the officer went for,bullshit stef police officer pepper spray stun gun number nonlethal method immediate disposal real question version event hold true gun first option officer went,1,test
"It is better for society, for the ""greater good,"" that Michael Brown went off the rails now, before he got ushered through college life on an athletic scholarship and became a ""Brown killer"" like O.H.Simpson. became.  O.lJ. was found civilly liable, y'know.",it is better for society for the greater good that michael brown went off the rails now before he got ushered through college life on an athletic scholarship and became a brown killer like ohsimpson became olj was found civilly liable yknow,better society greater good michael brown went rail got ushered college life athletic scholarship became brown killer like ohsimpson became olj found civilly liable yknow,1,train
"This video would be more interesting if Stefan were taking his clothes off. He is so sexy! After all this case is really not that hard to understand. Why would a cop who had a good record for 3 years of service shoot a teenager with his hands up? The witness and friend lied which started the protests and a snowball effect then ensued. All you have to do is watch the video in the store and it shows Brown was aggressive. Is it so hard to believe from that evidence that he made a huge error in judgement in fighting a police officer? No, it is not. ",this video would be more interesting if stefan were taking his clothes off he is so sexy after all this case is really not that hard to understand why would a cop who had a good record for years of service shoot a teenager with his hands up the witness and friend lied which started the protests and a snowball effect then ensued all you have to do is watch the video in the store and it shows brown was aggressive is it so hard to believe from that evidence that he made a huge error in judgement in fighting a police officer no it is not,video would interesting stefan taking clothes sexy case really hard understand would cop good record year service shoot teenager hand witness friend lied started protest snowball effect ensued watch video store show brown aggressive hard believe evidence made huge error judgement fighting police officer,0,train
awnser to 24:15 question aim for the leg ,awnser to question aim for the leg,awnser question aim leg,0,train
"All of these people talking about this stupid subject. I don't care if your blue, or purple!! My cousin was killed by a drunk African driver and was left there to die. And were did that go, only on local news. And do you see me rioting outside. NO. I'm sorry to Michael's family I truly am. But everyone looses someone but when people get violent about it then what are people so post  to think about those people. ",all of these people talking about this stupid subject i dont care if your blue or purple my cousin was killed by a drunk african driver and was left there to die and were did that go only on local news and do you see me rioting outside no im sorry to michaels family i truly am but everyone looses someone but when people get violent about it then what are people so post to think about those people,people talking stupid subject dont care blue purple cousin killed drunk african driver left die go local news see rioting outside im sorry michael family truly everyone loos someone people get violent people post think people,0,train
Dude commits 3 felonies including assaulting a police officer before he is shot and killed. Are you serious? This is a race riot to distract from the fact that a cop was doing his job. case closed. justice served on the street that day.,dude commits felonies including assaulting a police officer before he is shot and killed are you serious this is a race riot to distract from the fact that a cop was doing his job case closed justice served on the street that day,dude commits felony including assaulting police officer shot killed serious race riot distract fact cop job case closed justice served street day,0,train
the only difference is the color of your skin. do people still say that?,the only difference is the color of your skin do people still say that,difference color skin people still say,0,train
Gentle gentl giant,gentle gentl giant,gentle gentl giant,0,train
http://www. youtube. com/watch?v=6yfbbt6DvHg You did research and you didn't come across the information of white construction workers who witnessed Mike Brown shot with his hands up? ,youtube comwatchv yfbbt dvhg you did research and you didnt come across the information of white construction workers who witnessed mike brown shot with his hands up,youtube comwatchv yfbbt dvhg research didnt come across information white construction worker witnessed mike brown shot hand,0,train
Was Stefan ever a victim of police discrimination? The game of white supremacy is to deny aNY involvement and play the victim when blacks complain..it never fails watch the comments,was stefan ever a victim of police discrimination the game of white supremacy is to deny any involvement and play the victim when blacks complainit never fails watch the comments,stefan ever victim police discrimination game white supremacy deny involvement play victim black complainit never fails watch comment,1,test
"Well, here ya go. Young white man killed by a non-white (some say black) cop. No media outcry. Almost no media anything. I had to search for this. http://www.sltrib.com/sltrib/news/58313255-78/taylor-police-officer-burbank.html.csp",well here ya go young white man killed by a nonwhite some say black cop no media outcry almost no media anything i had to search for this,well ya go young white man killed nonwhite say black cop medium outcry almost medium anything search,0,train
FACTS prove he was a THUG.,facts prove he was a thug,fact prove thug,1,train
"If Michael Brown was Asian, his name would be Dindu Nuffin Wong",if michael brown was asian his name would be dindu nuffin wong,michael brown asian name would dindu nuffin wong,1,train
luv dem gangzta lyreks,luv dem gangzta lyreks,luv dem gangzta lyreks,0,test
"good balanced unbiased video...this story is so sad, smh",good balanced unbiased videothis story is so sad smh,good balanced unbiased videothis story sad smh,0,train
"Hey, last week in Kansas City, Mo. a Black man snuck into a retirement housing, broke into a house Beating 80 year old couple to death then went outside attempted to hot wire  antique car. Three neighbors  came out of their town-houses Mr. Howell (afro american) took his 12 gauge shot gun EXECUTED them by Blowing their heads off. He was only one armned a known felon, who had gotten out of a previous murder charge because they could not find the young girls body.Now, that is O.K. because they were ol d white people/caucasians.....Where is Al Sharpeton & Jesse Jackson NOW!",hey last week in kansas city mo a black man snuck into a retirement housing broke into a house beating year old couple to death then went outside attempted to hot wire antique car three neighbors came out of their townhouses mr howell afro american took his gauge shot gun executed them by blowing their heads off he was only one armned a known felon who had gotten out of a previous murder charge because they could not find the young girls bodynow that is ok because they were ol d white peoplecaucasianswhere is al sharpeton jesse jackson now,hey last week kansa city mo black man snuck retirement housing broke house beating year old couple death went outside attempted hot wire antique car three neighbor came townhouses mr howell afro american took gauge shot gun executed blowing head one armned known felon gotten previous murder charge could find young girl bodynow ok ol white peoplecaucasianswhere al sharpeton jesse jackson,1,train
Thank you Stefan.,thank you stefan,thank stefan,0,test
I have told some people on facebook to hold off judgment till the all the facts are in. I just like waiting and seeing all the facts. Part of me wants to believe Mr. Brown is a gentle giant but there a lot of evidence he not.,i have told some people on facebook to hold off judgment till the all the facts are in i just like waiting and seeing all the facts part of me wants to believe mr brown is a gentle giant but there a lot of evidence he not,told people facebook hold judgment till fact like waiting seeing fact part want believe mr brown gentle giant lot evidence,0,test
we might as well get the next round of riots over w/ when the police officer is cleared of any wrong doing...,we might as well get the next round of riots over w when the police officer is cleared of any wrong doing,might well get next round riot w police officer cleared wrong,0,test
"No longer allegedly Michael Brown in the video, confirmed by his family.",no longer allegedly michael brown in the video confirmed by his family,longer allegedly michael brown video confirmed family,0,train
"Well, we all know the truth today and yet we still hear the ""hands up, don't shoot"" BULLSHIT lie (see Beyonce). . .Yet we still see this moniker being used as a reason (lie) to shoot at Cops and outright assassinate them.",well we all know the truth today and yet we still hear the hands up dont shoot bullshit lie see beyonce yet we still see this moniker being used as a reason lie to shoot at cops and outright assassinate them,well know truth today yet still hear hand dont shoot bullshit lie see beyonce yet still see moniker used reason lie shoot cop outright assassinate,1,test
love the rap section!,love the rap section,love rap section,0,train
Just so everyone knows more white people die from cops than blacks even though blacks get arrested at more than double the rate whites do. Less than 1% of arrest end in shootings. Less than 1/4 of people killed by police are black. Courtesy the FBI statistics. Maybe we should worry about why blacks commit much more crimes and yet they are out numbered about 5 to 1 in the general population. oh and ten years ago the crime rate and employment rate for blacks was better than it is now.,just so everyone knows more white people die from cops than blacks even though blacks get arrested at more than double the rate whites do less than of arrest end in shootings less than of people killed by police are black courtesy the fbi statistics maybe we should worry about why blacks commit much more crimes and yet they are out numbered about to in the general population oh and ten years ago the crime rate and employment rate for blacks was better than it is now,everyone know white people die cop black even though black get arrested double rate white less arrest end shooting less people killed police black courtesy fbi statistic maybe worry black commit much crime yet numbered general population oh ten year ago crime rate employment rate black better,0,train
12:28 - can someone please turn that into an auto-tune rap song by Stefan Molyneux? Please.,can someone please turn that into an autotune rap song by stefan molyneux please,someone please turn autotune rap song stefan molyneux please,0,train
"the guy was a monster, he got what he deserved, color didn't matter. anyone that attacks a guy with a gun is gonna get shot.......he did a stupid illegal act tried hurting someone and got blasted. give the cop a raise",the guy was a monster he got what he deserved color didnt matter anyone that attacks a guy with a gun is gonna get shothe did a stupid illegal act tried hurting someone and got blasted give the cop a raise,guy monster got deserved color didnt matter anyone attack guy gun gon na get shothe stupid illegal act tried hurting someone got blasted give cop raise,1,train
Molyneux tête de noeud !,molyneux t te de noeud,molyneux te de noeud,0,train
"moly loooooooooooooooooooooooves cops.  there are other witnesses.  also clueless about the 'riots'.  also about the decades of police violence and repression in the area....also, ignorant of the effects of marijuana.",moly loooooooooooooooooooooooves cops there are other witnesses also clueless about the riots also about the decades of police violence and repression in the areaalso ignorant of the effects of marijuana,moly loooooooooooooooooooooooves cop witness also clueless riot also decade police violence repression areaalso ignorant effect marijuana,0,train
"The 1,879 people the disliked this video are the problem. This man said nothing wrong. And until they change, which will not happen, it will not change. The good thing is you are still very out numbered.",the people the disliked this video are the problem this man said nothing wrong and until they change which will not happen it will not change the good thing is you are still very out numbered,people disliked video problem man said nothing wrong change happen change good thing still numbered,0,train
"If no state, no cop; no cop, no shooting. So the state is the problem, right? Anarcho-capitalists like Steffan should agree with this nonsense.",if no state no cop no cop no shooting so the state is the problem right anarchocapitalists like steffan should agree with this nonsense,state cop cop shooting state problem right anarchocapitalists like steffan agree nonsense,0,train
racist piece of shit you reach for anything to justify murder. it is extremely shameful how you slant facts in order to justify your racist and biased views. ,racist piece of shit you reach for anything to justify murder it is extremely shameful how you slant facts in order to justify your racist and biased views,racist piece shit reach anything justify murder extremely shameful slant fact order justify racist biased view,1,train
"Dear Mr. Stephen Molyneux, 40 minutes is a bit long, but you are 100% right! You respond only after all facts are in . BTW, I voted the thumb up and the number (5729 )did not even blink. ( I have tried the thumb down and must say the same thing happened = to be fair.....)  Thank you for your homework and your hard work. Obviously you spent a lot of time to present this case to us. Very nice of you. Obviously you care very much about your country.  All the best !",dear mr stephen molyneux minutes is a bit long but you are right you respond only after all facts are in btw i voted the thumb up and the number did not even blink i have tried the thumb down and must say the same thing happened to be fair thank you for your homework and your hard work obviously you spent a lot of time to present this case to us very nice of you obviously you care very much about your country all the best,dear mr stephen molyneux minute bit long right respond fact btw voted thumb number even blink tried thumb must say thing happened fair thank homework hard work obviously spent lot time present case u nice obviously care much country best,0,train
please do a follow-up video if u get enough new information. thx for your time and great work as always.,please do a followup video if u get enough new information thx for your time and great work as always,please followup video u get enough new information thx time great work always,0,test
"When are people of this country going to learn, it isn't the police that is the enemy, it is the MEDIA..they are the ones lighting the so called fire, and stirring the pot...",when are people of this country going to learn it isnt the police that is the enemy it is the mediathey are the ones lighting the so called fire and stirring the pot,people country going learn isnt police enemy mediathey one lighting called fire stirring pot,0,train
"As always Mr. Molyneux, excellent video.",as always mr molyneux excellent video,always mr molyneux excellent video,0,train
"Stop advertising swisher sweets lol , ur a racist point blank  .",stop advertising swisher sweets lol ur a racist point blank,stop advertising swisher sweet lol ur racist point blank,1,train
This man has an intelligence the average black man can't comprehend.  Its like a dog trying to figure out how man makes a house.,this man has an intelligence the average black man cant comprehend its like a dog trying to figure out how man makes a house,man intelligence average black man cant comprehend like dog trying figure man make house,1,train
"I loved your Trayvon Martin video and I love this one too. I wish you could deliver cable news, maybe then people would get the truth.",i loved your trayvon martin video and i love this one too i wish you could deliver cable news maybe then people would get the truth,loved trayvon martin video love one wish could deliver cable news maybe people would get truth,0,train
"and the robbery video leaves one with more questions than answers...
He put 'something' on the clerks counter when he entered the store... MONEY .... ??? Watch carefully... He had 'something' in his hand when he entered, plus pulled something out of his pockets, Money??? ... and put it on the counter... These surveillance have audio ability.... there was a conversation at the clerks window as well
I'm just saying....﻿
some of the videos posted are longer and have more depth.... the clerk and him had an exchange at the window... we don't know what was said, we don't know.... if the money was sufficient for the items... etc...",and the robbery video leaves one with more questions than answers he put something on the clerks counter when he entered the store money watch carefully he had something in his hand when he entered plus pulled something out of his pockets money and put it on the counter these surveillance have audio ability there was a conversation at the clerks window as well im just saying some of the videos posted are longer and have more depth the clerk and him had an exchange at the window we dont know what was said we dont know if the money was sufficient for the items etc,robbery video leaf one question answer put something clerk counter entered store money watch carefully something hand entered plus pulled something pocket money put counter surveillance audio ability conversation clerk window well im saying video posted longer depth clerk exchange window dont know said dont know money sufficient item etc,0,test
"I hope the next video will be entitled ""The Truth about the Ferguson police department and the Ferguson riots"". Thanks for the usual quality research but there are two issues match and gasoline. Riot control of otherwise peaceful protestors, homeowners refusing to go inside and members of the press are clear symptoms of something out of the normal for small town police. Sanford police had similar protests incuding looting but resisted such escalation.",i hope the next video will be entitled the truth about the ferguson police department and the ferguson riots thanks for the usual quality research but there are two issues match and gasoline riot control of otherwise peaceful protestors homeowners refusing to go inside and members of the press are clear symptoms of something out of the normal for small town police sanford police had similar protests incuding looting but resisted such escalation,hope next video entitled truth ferguson police department ferguson riot thanks usual quality research two issue match gasoline riot control otherwise peaceful protestors homeowner refusing go inside member press clear symptom something normal small town police sanford police similar protest incuding looting resisted escalation,0,train
"Here's another fine Ferguson officer.  Man, they really got the cream of the crop in that town!  LOL  http://thefreethoughtproject.com/ferguson-cop-choked-hog-tied-12-year-old-accused-assault/",heres another fine ferguson officer man they really got the cream of the crop in that town lol,here another fine ferguson officer man really got cream crop town lol,0,test
"the fate of another neglected child
would be interesting to know his family background... always keep in mind that children emulate social behaviour...",the fate of another neglected child would be interesting to know his family background always keep in mind that children emulate social behaviour,fate another neglected child would interesting know family background always keep mind child emulate social behaviour,0,train
Good commentary.  Perceptive and fair.,good commentary perceptive and fair,good commentary perceptive fair,0,train
"Whether you're right or wrong about the Michael Brown case has nothing to do with ""left wing"" policies. Please stop conflating the issues. ",whether youre right or wrong about the michael brown case has nothing to do with left wing policies please stop conflating the issues,whether youre right wrong michael brown case nothing left wing policy please stop conflating issue,0,train
"He was Robbing the Store and Being a Big Man .
If you Play with Fire you Will Get Burnt .?
The Police Did His Job .",he was robbing the store and being a big man if you play with fire you will get burnt the police did his job,robbing store big man play fire get burnt police job,0,train
Link between poor little tryvon martin and little mr brown? Yeah they were both thug's that tired to beat the white person into the ground and got shot for their effords...end of story,link between poor little tryvon martin and little mr brown yeah they were both thugs that tired to beat the white person into the ground and got shot for their effordsend of story,link poor little tryvon martin little mr brown yeah thug tired beat white person ground got shot effordsend story,1,train
"Fascinating to hear actual facts, especially compared with the twisted nonsense coming out of the main media outlets.",fascinating to hear actual facts especially compared with the twisted nonsense coming out of the main media outlets,fascinating hear actual fact especially compared twisted nonsense coming main medium outlet,0,test
Michale brown got what he was asking for the black protestors are racist against whites that is what's happening ,michale brown got what he was asking for the black protestors are racist against whites that is whats happening,michale brown got asking black protestors racist white whats happening,1,train
"As a white guy, if you are really concerned with the plight of the black community (which I doubt that you are) you should spend some time just hanging around black guys in the community just to see how the world reacts to them and how they react to the world.  And not just a few times either.  Secondly, if you think anyone even hoped up on drugs charges after feeling a gunshot after at first fleeing a shooter, what kind of fantasy do you live in.  You must think blacks will do shit anything with a survival mechanism in this world would not do.   Police officers doing the right thing gives us comfort in our lives and you want to believe the cops story.  

Here is another story cop gets out to start some cop harassment type antics (as all cops do).  Kid gives him some 18 year old fat fuck that thinks he can whip everybody's ass sass.   He hits the kid with the door, dumb ass kid instead of passing out and getting the officer fired and paid and a few dollars for his injuries, pushes the door back.  Officer grabs him by the neck and a scuffle incurs.  Kid fires a punch to his grill.  Black guys hit pretty hard (see boxing) and the cop sees red.  Opens fire.  Kid runs. 15 feet is about how far his ass can get before his body reminds his fat ass he is not a sprinter or maybe the shots are starting to set in, now he wants to negotiate.  Cop executes him.  Is it lawful....., maybe, but my story makes more sense.",as a white guy if you are really concerned with the plight of the black community which i doubt that you are you should spend some time just hanging around black guys in the community just to see how the world reacts to them and how they react to the world and not just a few times either secondly if you think anyone even hoped up on drugs charges after feeling a gunshot after at first fleeing a shooter what kind of fantasy do you live in you must think blacks will do shit anything with a survival mechanism in this world would not do police officers doing the right thing gives us comfort in our lives and you want to believe the cops story here is another story cop gets out to start some cop harassment type antics as all cops do kid gives him some year old fat fuck that thinks he can whip everybodys ass sass he hits the kid with the door dumb ass kid instead of passing out and getting the officer fired and paid and a few dollars for his injuries pushes the door back officer grabs him by the neck and a scuffle incurs kid fires a punch to his grill black guys hit pretty hard see boxing and the cop sees red opens fire kid runs feet is about how far his ass can get before his body reminds his fat ass he is not a sprinter or maybe the shots are starting to set in now he wants to negotiate cop executes him is it lawful maybe but my story makes more sense,white guy really concerned plight black community doubt spend time hanging around black guy community see world reacts react world time either secondly think anyone even hoped drug charge feeling gunshot first fleeing shooter kind fantasy live must think black shit anything survival mechanism world would police officer right thing give u comfort life want believe cop story another story cop get start cop harassment type antic cop kid give year old fat fuck think whip everybodys as sas hit kid door dumb as kid instead passing getting officer fired paid dollar injury push door back officer grab neck scuffle incurs kid fire punch grill black guy hit pretty hard see boxing cop see red open fire kid run foot far as get body reminds fat as sprinter maybe shot starting set want negotiate cop executes lawful maybe story make sense,1,train
"I think my chief problem with Molyneux is that he has great ideals and solid, worthwhile goals that he hopes to share with society, but can't seem to embrace the ethical grey-ness of human beings. He frustrates me with his ""all or nothing"" approach to morality, and as such I don't believe he is worth listening to as a political strategist (which requires recognizing the conditional-nature of human psychology and constructing systemic guides to help incentivize positive culture). Good philosophy, crappy political theory.",i think my chief problem with molyneux is that he has great ideals and solid worthwhile goals that he hopes to share with society but cant seem to embrace the ethical greyness of human beings he frustrates me with his all or nothing approach to morality and as such i dont believe he is worth listening to as a political strategist which requires recognizing the conditionalnature of human psychology and constructing systemic guides to help incentivize positive culture good philosophy crappy political theory,think chief problem molyneux great ideal solid worthwhile goal hope share society cant seem embrace ethical greyness human being frustrates nothing approach morality dont believe worth listening political strategist requires recognizing conditionalnature human psychology constructing systemic guide help incentivize positive culture good philosophy crappy political theory,0,train
"So sad, he looked like such a nice young man",so sad he looked like such a nice young man,sad looked like nice young man,0,test
"I believe in those photos the gentle giant and his accomplice are giving gang signs, no? Even if Brown did raise his hands in surrender, maybe he realized he'd blown it, could get in trouble, and by then Officer Wilson's adrenaline was running high and reacted. Officers don't hesitate or they'd lose their lives. Lord knows there's no such thing as a thug that goes to college? Look at all those angelic professional athletes that keep getting arrested. What crap we're being fed. I'm disgusted.",i believe in those photos the gentle giant and his accomplice are giving gang signs no even if brown did raise his hands in surrender maybe he realized hed blown it could get in trouble and by then officer wilsons adrenaline was running high and reacted officers dont hesitate or theyd lose their lives lord knows theres no such thing as a thug that goes to college look at all those angelic professional athletes that keep getting arrested what crap were being fed im disgusted,believe photo gentle giant accomplice giving gang sign even brown raise hand surrender maybe realized hed blown could get trouble officer wilson adrenaline running high reacted officer dont hesitate theyd lose life lord know there thing thug go college look angelic professional athlete keep getting arrested crap fed im disgusted,1,train
I can't tell if this is a racist cop or a dumb guy messing with cops. I hate that they make Michael brown seem like a holy man and he is not but that does not make it right to kill him. It's so confusing. ,i cant tell if this is a racist cop or a dumb guy messing with cops i hate that they make michael brown seem like a holy man and he is not but that does not make it right to kill him its so confusing,cant tell racist cop dumb guy messing cop hate make michael brown seem like holy man make right kill confusing,0,train
